Voyage_ID,Carrier,Vessel_Name,Vessel_Type,Origin_Port,Destination_Port,Distance_NM,Scheduled_Transit_Days,Departure_Delay_Hours,Average_Speed_Knots,Vessel_Age,Cargo_Load_Percentage,Port_Congestion_Index,Weather_Severity,Fuel_Price_USD,Historical_Route_Delay,Season,Customs_Clearance_Risk,Actual_Delay_Hours,Late_Arrival
V06787,ONE,Angela Voyager,Container,Antwerp,Shanghai,10562,25.6,9.6,23.5,11,44.9,88.5,7.1,453.12,3.3,Autumn,Medium,25.2,1
V06788,COSCO,Kelly Voyager,Oil Tanker,Shanghai,Busan,3978,12.6,1.2,23.9,8,85.4,52.6,0.3,639.15,20.0,Summer,Low,12.8,1
V06789,ONE,Tony Voyager,Oil Tanker,Colombo,Busan,2509,6.1,2.7,16.4,29,86.4,63.0,8.0,517.05,7.0,Autumn,Low,26.8,1
V06790,Yang Ming,Todd Voyager,Container,Singapore,Antwerp,10327,36.7,13.8,12.7,10,59.0,44.0,1.8,662.61,1.9,Summer,Low,18.4,1
V06791,ONE,Brittany Voyager,Oil Tanker,Colombo,Mumbai,10113,26.2,6.6,16.1,21,91.0,48.2,2.5,470.68,15.2,Spring,Medium,23.5,1
V06792,MSC,Cheryl Voyager,LNG Carrier,Singapore,Los Angeles,4109,9.6,6.4,18.2,7,50.1,30.6,9.3,619.52,6.1,Spring,Medium,26.1,1
V06793,ONE,Erika Voyager,Container,Dubai,Rotterdam,9640,24.3,5.5,17.8,10,45.7,44.0,1.1,571.4,0.0,Spring,Low,13.3,1
V06794,Evergreen,Lisa Voyager,Container,Antwerp,Shanghai,4597,14.5,7.2,16.7,9,61.7,37.9,4.3,795.42,1.0,Summer,High,12.2,1
V06795,ONE,Tony Voyager,Oil Tanker,Los Angeles,Colombo,4301,11.1,0.0,19.8,28,88.5,28.5,7.4,477.05,12.6,Summer,High,21.2,1
V06796,Evergreen,Jennifer Voyager,Container,Rotterdam,Hamburg,4095,9.3,3.7,17.5,13,41.6,52.7,7.2,712.2,10.9,Winter,Medium,24.9,1
V06797,Maersk,Allison Voyager,Oil Tanker,Colombo,Singapore,3167,8.0,8.7,20.2,26,62.9,10.3,8.0,717.38,8.6,Summer,Low,23.2,1
V06798,Evergreen,Robert Voyager,Container,Antwerp,Mumbai,9199,31.6,0.0,16.9,16,79.9,92.7,2.4,457.57,3.1,Winter,High,18.7,1
V06799,Evergreen,Leslie Voyager,Container,Mumbai,Dubai,5024,19.4,2.6,22.4,25,70.3,48.2,0.9,567.11,15.2,Autumn,Low,18.8,1
V06800,MSC,Bryan Voyager,Bulk Carrier,Dubai,Colombo,7143,22.7,9.3,17.6,2,50.8,93.2,2.6,739.34,17.0,Winter,Low,28.4,1
V06801,CMA CGM,Patricia Voyager,Container,Colombo,Mumbai,8955,32.8,3.3,22.6,12,57.7,4.9,3.7,454.56,9.2,Spring,Medium,15.2,1
V06802,Evergreen,Robert Voyager,Container,Busan,Colombo,5712,20.6,3.4,22.4,8,59.9,25.5,0.2,807.68,1.8,Autumn,Low,2.0,0
V06803,Hapag-Lloyd,Thomas Voyager,LNG Carrier,Rotterdam,Singapore,6330,18.6,4.9,16.7,11,78.5,27.8,2.5,465.8,2.0,Summer,Low,14.7,1
V06804,Hapag-Lloyd,Troy Voyager,Oil Tanker,Hamburg,Antwerp,4403,14.3,7.1,17.9,6,64.7,97.0,6.5,835.74,13.8,Spring,Low,31.8,1
V06805,CMA CGM,Sheila Voyager,LNG Carrier,Singapore,Rotterdam,9079,21.6,0.3,13.4,11,77.2,87.3,9.1,455.17,0.1,Spring,Low,25.8,1
V06806,CMA CGM,Michael Voyager,Oil Tanker,Mumbai,Shanghai,5297,17.3,7.7,12.9,13,85.1,26.2,7.7,550.05,11.1,Autumn,High,26.8,1
V06807,ONE,Heidi Voyager,LNG Carrier,Singapore,Antwerp,6722,21.4,0.0,16.5,2,43.3,2.1,6.7,652.7,8.0,Autumn,High,13.6,1
V06808,Yang Ming,Andrew Voyager,Bulk Carrier,Dubai,Singapore,11235,26.4,8.0,15.3,10,48.4,78.2,9.7,673.38,10.9,Spring,Medium,33.0,1
V06809,ONE,Keith Voyager,LNG Carrier,Mumbai,Los Angeles,549,1.5,10.8,17.6,15,42.0,60.1,1.8,741.69,22.0,Spring,High,26.5,1
V06810,Maersk,James Voyager,Container,Los Angeles,Hamburg,9037,35.7,5.2,13.4,29,74.1,10.9,3.0,671.59,6.1,Summer,Medium,12.5,1
V06811,Yang Ming,Maurice Voyager,LNG Carrier,Los Angeles,Busan,8644,32.7,2.2,22.5,20,87.9,33.9,3.4,669.83,9.5,Winter,High,11.9,0
V06812,MSC,Jesse Voyager,Container,Busan,Singapore,3753,10.5,0.0,23.9,7,80.6,84.0,3.8,510.94,9.3,Autumn,Low,18.7,1
V06813,Evergreen,Jeffrey Voyager,Oil Tanker,Busan,Mumbai,9349,32.2,3.1,18.0,5,84.2,33.3,2.9,752.94,0.3,Autumn,Low,11.6,0
V06814,Yang Ming,Regina Voyager,Bulk Carrier,Antwerp,Busan,9664,27.0,1.0,16.4,5,75.4,69.6,9.5,458.11,7.2,Spring,Low,32.6,1
V06815,CMA CGM,Matthew Voyager,Oil Tanker,Busan,Shanghai,2898,10.5,9.3,16.1,18,40.5,85.5,5.1,555.22,0.0,Autumn,Low,22.0,1
V06816,Evergreen,Carrie Voyager,Container,Shanghai,Singapore,10049,30.6,6.8,17.8,24,88.0,70.1,4.8,553.42,0.0,Autumn,Medium,17.3,1
V06817,Evergreen,Megan Voyager,LNG Carrier,Antwerp,Colombo,4025,14.1,8.7,13.3,6,52.8,13.6,3.5,794.0,9.9,Winter,High,17.0,1
V06818,CMA CGM,Diane Voyager,Oil Tanker,Hamburg,Dubai,1376,4.1,7.3,21.9,9,50.9,29.4,3.3,789.81,7.6,Summer,High,13.4,1
V06819,Maersk,David Voyager,Oil Tanker,Antwerp,Hamburg,7201,23.5,8.6,19.8,12,89.7,69.8,4.8,719.56,17.2,Winter,High,26.6,1
V06820,Evergreen,Kelly Voyager,Bulk Carrier,Rotterdam,Antwerp,6224,15.3,0.9,21.5,18,68.2,9.3,6.0,565.79,1.2,Winter,Low,10.6,0
V06821,ONE,Jennifer Voyager,Bulk Carrier,Hamburg,Colombo,7324,16.3,7.0,16.0,17,57.2,6.4,7.6,529.48,0.0,Winter,High,19.3,1
V06822,ONE,Susan Voyager,Oil Tanker,Shanghai,Hamburg,2681,7.2,9.2,19.4,19,41.7,2.4,7.4,728.97,0.0,Spring,High,16.2,1
V06823,Yang Ming,Marissa Voyager,Bulk Carrier,Singapore,Busan,6192,15.0,6.4,22.3,16,95.8,63.5,1.2,677.33,7.1,Winter,Low,15.6,1
V06824,ONE,Emily Voyager,Bulk Carrier,Shanghai,Singapore,7477,24.4,5.3,17.6,8,66.3,39.6,9.2,637.46,15.6,Winter,High,29.7,1
V06825,Maersk,Jessica Voyager,LNG Carrier,Colombo,Hamburg,11843,42.8,1.1,20.9,26,51.0,86.5,7.9,660.31,1.6,Summer,Low,27.3,1
V06826,CMA CGM,Laura Voyager,Bulk Carrier,Mumbai,Hamburg,5193,14.3,6.1,17.4,18,78.9,48.0,2.6,495.76,11.8,Spring,Medium,20.0,1
V06827,Maersk,Lauren Voyager,LNG Carrier,Busan,Colombo,819,2.1,0.0,12.8,29,87.4,23.3,3.9,484.03,1.2,Spring,Low,9.7,0
V06828,ONE,Megan Voyager,Bulk Carrier,Los Angeles,Antwerp,11174,33.3,1.9,17.8,9,66.9,81.0,2.1,538.97,5.5,Spring,Low,19.0,1
V06829,Hapag-Lloyd,Christy Voyager,Oil Tanker,Shanghai,Rotterdam,2898,7.0,12.0,13.6,24,84.4,33.3,3.5,639.18,6.2,Winter,Low,18.9,1
V06830,CMA CGM,Justin Voyager,LNG Carrier,Mumbai,Antwerp,11210,32.1,2.5,21.1,6,88.6,26.8,1.9,685.57,8.5,Spring,Medium,10.6,0
V06831,CMA CGM,Kara Voyager,Container,Busan,Shanghai,10422,29.5,10.0,20.9,30,95.7,21.1,7.3,636.61,12.8,Autumn,Medium,21.0,1
V06832,Evergreen,Elizabeth Voyager,Bulk Carrier,Rotterdam,Hamburg,6354,14.7,5.2,23.8,3,84.0,92.9,1.2,506.77,16.3,Autumn,Medium,19.1,1
V06833,Evergreen,David Voyager,Oil Tanker,Shanghai,Singapore,6335,18.0,11.7,18.2,25,71.9,22.9,3.8,829.0,6.2,Winter,Medium,18.9,1
V06834,Maersk,James Voyager,Oil Tanker,Shanghai,Rotterdam,7078,20.2,0.3,18.7,6,86.3,11.7,3.3,591.42,1.4,Spring,Low,9.5,0
V06835,CMA CGM,Catherine Voyager,Oil Tanker,Singapore,Dubai,5325,19.2,10.4,20.0,1,56.4,9.1,8.4,565.48,8.2,Summer,Medium,21.0,1
V06836,Maersk,Craig Voyager,Container,Hamburg,Dubai,6479,22.3,6.2,14.8,8,43.2,39.3,4.0,560.78,15.5,Winter,High,24.8,1
V06837,CMA CGM,Robert Voyager,Bulk Carrier,Busan,Rotterdam,3146,7.8,4.4,12.4,29,62.3,18.3,8.4,664.3,0.0,Summer,High,22.4,1
V06838,CMA CGM,Victoria Voyager,Oil Tanker,Busan,Colombo,5983,20.2,4.6,21.9,18,77.2,83.5,5.9,784.73,13.7,Summer,Low,28.1,1
V06839,COSCO,Kevin Voyager,LNG Carrier,Mumbai,Shanghai,11862,33.5,1.6,21.2,14,86.9,66.4,4.3,677.39,8.3,Winter,Medium,21.8,1
V06840,Hapag-Lloyd,Jason Voyager,Oil Tanker,Rotterdam,Hamburg,2134,5.0,5.3,13.5,5,99.8,66.7,8.8,497.06,1.8,Autumn,Medium,24.0,1
V06841,MSC,Brandon Voyager,Bulk Carrier,Los Angeles,Busan,8451,22.2,2.1,20.8,7,75.8,90.3,3.7,722.14,5.5,Winter,Low,21.5,1
V06842,MSC,Andrew Voyager,Bulk Carrier,Rotterdam,Mumbai,7526,17.5,0.4,17.7,28,78.8,91.9,2.2,454.96,17.3,Spring,High,20.8,1
V06843,Hapag-Lloyd,Nicole Voyager,LNG Carrier,Shanghai,Colombo,9162,32.8,17.7,22.5,28,99.1,65.7,9.4,805.32,18.4,Spring,High,40.0,1
V06844,Yang Ming,Michael Voyager,Oil Tanker,Los Angeles,Shanghai,5017,12.1,0.0,20.8,9,54.7,8.3,7.5,506.81,7.7,Summer,High,16.1,1
V06845,COSCO,Eric Voyager,LNG Carrier,Hamburg,Dubai,684,1.8,0.0,20.1,6,92.2,47.7,5.0,740.28,9.7,Autumn,Medium,16.4,1
V06846,Maersk,Maria Voyager,Container,Dubai,Mumbai,5991,17.2,2.4,23.1,17,51.5,93.5,6.1,768.99,6.8,Autumn,Low,23.7,1
V06847,COSCO,Patricia Voyager,LNG Carrier,Mumbai,Shanghai,11223,37.9,16.4,12.2,16,88.3,68.0,1.6,673.57,4.8,Spring,Medium,22.0,1
V06848,CMA CGM,Anthony Voyager,LNG Carrier,Dubai,Los Angeles,9389,33.3,6.7,23.0,4,41.7,94.6,5.6,753.62,10.1,Autumn,Low,27.5,1
V06849,ONE,Bryce Voyager,Bulk Carrier,Colombo,Hamburg,1795,4.3,10.4,17.6,19,53.7,72.6,2.5,572.45,9.6,Summer,Low,23.1,1
V06850,Maersk,Ryan Voyager,LNG Carrier,Dubai,Colombo,8486,22.2,6.3,21.7,23,66.1,59.0,10.0,679.31,7.2,Winter,High,28.6,1
V06851,Maersk,Christina Voyager,LNG Carrier,Singapore,Hamburg,11973,42.4,5.7,22.9,29,47.6,21.1,4.6,803.81,9.4,Autumn,Medium,17.4,1
V06852,Yang Ming,David Voyager,Container,Antwerp,Mumbai,11320,44.1,6.9,24.0,24,91.2,43.0,5.8,492.96,6.6,Summer,Low,20.0,1
V06853,CMA CGM,Jeffrey Voyager,Container,Los Angeles,Shanghai,2529,8.0,3.2,17.6,4,58.7,81.7,0.3,692.67,9.9,Autumn,High,15.5,1
V06854,MSC,Jonathan Voyager,LNG Carrier,Singapore,Busan,11672,45.7,6.9,16.0,25,71.0,82.2,9.8,732.58,14.0,Spring,Medium,36.0,1
V06855,Maersk,Matthew Voyager,Oil Tanker,Singapore,Shanghai,9615,34.7,9.0,19.9,18,85.3,14.5,9.2,703.35,8.2,Spring,High,29.8,1
V06856,Maersk,Michael Voyager,Container,Busan,Dubai,5425,19.1,4.9,15.8,29,71.8,59.7,1.6,544.35,12.2,Autumn,Medium,18.6,1
V06857,COSCO,Brandon Voyager,Container,Rotterdam,Dubai,2611,6.9,0.0,14.1,4,64.0,23.7,4.0,614.39,4.9,Summer,High,14.0,1
V06858,Evergreen,Natalie Voyager,Bulk Carrier,Mumbai,Hamburg,3224,7.3,3.8,15.5,21,41.0,32.3,2.9,759.85,0.0,Autumn,Medium,11.8,0
V06859,MSC,Joseph Voyager,Bulk Carrier,Rotterdam,Hamburg,6342,21.3,0.5,23.5,15,75.7,23.0,7.0,742.32,8.8,Winter,Low,20.8,1
V06860,Evergreen,Edward Voyager,Oil Tanker,Colombo,Rotterdam,5776,14.8,9.8,23.4,27,46.2,31.8,3.1,774.62,17.2,Spring,High,18.8,1
V06861,Hapag-Lloyd,Hannah Voyager,LNG Carrier,Dubai,Los Angeles,4386,15.2,5.3,16.5,5,80.2,23.9,8.5,612.4,1.7,Spring,High,20.1,1
V06862,CMA CGM,Zachary Voyager,Container,Dubai,Hamburg,2145,4.9,1.4,14.5,28,48.1,36.9,3.3,754.29,0.2,Summer,High,15.2,1
V06863,Maersk,Elizabeth Voyager,Container,Shanghai,Singapore,11681,36.7,0.0,17.8,8,65.7,27.5,2.2,554.1,16.2,Spring,Medium,16.6,1
V06864,CMA CGM,Jasmine Voyager,LNG Carrier,Rotterdam,Hamburg,11272,31.2,8.5,23.1,4,73.5,50.3,9.5,651.89,1.3,Summer,High,22.5,1
V06865,COSCO,Sara Voyager,Bulk Carrier,Dubai,Shanghai,7683,30.6,3.3,20.8,4,78.4,25.7,9.7,502.17,11.8,Summer,Medium,25.8,1
V06866,MSC,Samuel Voyager,Oil Tanker,Singapore,Rotterdam,3002,11.2,0.8,13.1,15,46.2,70.9,6.0,765.72,14.9,Autumn,High,29.7,1
V06867,Evergreen,Stephen Voyager,Oil Tanker,Singapore,Los Angeles,9413,23.8,4.9,17.0,6,40.6,85.4,9.5,670.76,8.7,Summer,Medium,30.3,1
V06868,COSCO,Meagan Voyager,Bulk Carrier,Los Angeles,Rotterdam,1518,3.9,3.9,17.2,7,75.2,87.3,0.3,526.05,11.1,Spring,High,18.3,1
V06869,ONE,Daniel Voyager,Oil Tanker,Los Angeles,Colombo,2419,5.5,3.5,22.7,30,65.5,94.7,0.9,760.3,6.4,Spring,Low,15.8,1
V06870,Evergreen,Daniel Voyager,Container,Busan,Hamburg,6729,16.9,4.6,16.7,7,76.6,41.6,0.8,642.11,10.5,Winter,Medium,9.1,0
V06871,COSCO,Cheryl Voyager,Oil Tanker,Antwerp,Los Angeles,10800,36.2,5.6,13.2,22,71.5,3.5,0.9,742.74,10.1,Autumn,Low,8.6,0
V06872,Evergreen,Kimberly Voyager,Oil Tanker,Busan,Singapore,2145,4.8,3.6,23.1,17,57.4,83.3,0.1,820.99,5.3,Spring,High,11.8,0
V06873,Maersk,Stacey Voyager,LNG Carrier,Antwerp,Rotterdam,1987,6.3,6.0,22.0,9,76.8,67.9,1.1,563.52,8.8,Winter,High,11.0,0
V06874,Yang Ming,Madison Voyager,LNG Carrier,Mumbai,Hamburg,9396,26.2,9.3,15.5,29,95.6,65.6,8.7,723.71,6.3,Winter,Low,35.6,1
V06875,MSC,Bobby Voyager,Oil Tanker,Hamburg,Busan,3140,9.7,0.0,13.9,9,53.3,15.2,8.5,598.5,2.8,Spring,High,18.3,1
V06876,Hapag-Lloyd,Daniel Voyager,Container,Los Angeles,Singapore,3432,8.5,8.1,23.3,10,67.0,63.8,2.0,457.47,0.0,Summer,Medium,11.6,0
V06877,COSCO,Crystal Voyager,LNG Carrier,Rotterdam,Colombo,3271,7.8,9.0,21.4,29,55.4,87.6,2.1,716.58,2.3,Summer,Medium,22.1,1
V06878,MSC,Monica Voyager,Container,Los Angeles,Rotterdam,3941,12.9,3.7,13.4,15,66.1,92.3,4.6,675.9,2.6,Winter,Medium,24.0,1
V06879,Yang Ming,Rhonda Voyager,Container,Colombo,Mumbai,3213,7.7,14.0,13.7,11,74.4,48.0,6.0,833.96,10.5,Autumn,Medium,30.1,1
V06880,ONE,Eric Voyager,Oil Tanker,Dubai,Hamburg,8299,21.0,14.4,12.0,17,46.6,89.2,7.2,782.39,2.5,Summer,High,33.9,1
V06881,Maersk,Kelly Voyager,Container,Mumbai,Los Angeles,2428,7.6,0.0,15.9,6,65.9,80.0,6.7,801.74,10.5,Summer,High,26.0,1
V06882,Yang Ming,Scott Voyager,LNG Carrier,Busan,Singapore,1988,5.1,12.2,19.7,19,88.7,86.2,5.0,507.76,15.0,Autumn,High,32.2,1
V06883,COSCO,William Voyager,Bulk Carrier,Dubai,Colombo,10433,35.5,7.5,12.9,20,73.4,95.6,3.9,776.69,11.1,Autumn,High,27.4,1
V06884,COSCO,Jessica Voyager,Container,Shanghai,Mumbai,10983,24.5,5.7,17.1,18,83.0,61.6,3.7,591.69,16.7,Summer,High,27.3,1
V06885,MSC,Cory Voyager,LNG Carrier,Dubai,Mumbai,11083,29.8,5.3,21.2,29,49.1,76.3,1.2,730.13,9.4,Spring,Medium,17.8,1
V06886,ONE,Deborah Voyager,Container,Dubai,Los Angeles,9006,33.4,0.0,17.6,6,65.7,78.7,7.7,655.64,6.0,Autumn,Medium,29.2,1
V06887,CMA CGM,Matthew Voyager,Container,Singapore,Busan,10527,35.3,2.3,16.1,10,92.7,28.5,0.7,492.18,20.7,Summer,Low,16.8,1
V06888,COSCO,Devin Voyager,Oil Tanker,Singapore,Mumbai,5420,20.5,8.0,16.5,17,43.3,71.7,4.2,632.1,11.4,Spring,High,23.3,1
V06889,MSC,Melinda Voyager,Container,Mumbai,Antwerp,9255,30.6,4.7,21.9,20,68.0,76.9,8.4,796.72,16.6,Summer,High,31.3,1
V06890,Hapag-Lloyd,Scott Voyager,Oil Tanker,Busan,Dubai,7375,17.6,11.3,19.2,14,40.2,81.0,6.5,779.3,0.0,Spring,Low,24.3,1
V06891,ONE,Robert Voyager,Container,Los Angeles,Shanghai,10400,27.0,15.5,22.7,8,50.7,36.2,0.1,719.45,7.9,Spring,Medium,12.1,1
V06892,Maersk,Kayla Voyager,Oil Tanker,Rotterdam,Antwerp,7569,20.6,12.8,16.7,5,84.1,75.3,8.1,845.38,15.5,Winter,Low,37.7,1
V06893,Yang Ming,John Voyager,Oil Tanker,Busan,Rotterdam,7671,23.0,3.2,13.5,14,79.0,52.9,2.7,533.86,6.3,Autumn,High,16.5,1
V06894,Evergreen,Lisa Voyager,Bulk Carrier,Busan,Rotterdam,1430,4.6,9.5,17.7,10,56.0,47.1,0.5,787.99,4.9,Spring,Low,13.6,1
V06895,MSC,Matthew Voyager,Oil Tanker,Los Angeles,Shanghai,4768,18.6,7.3,18.6,13,52.0,44.9,2.2,584.72,15.7,Summer,Low,20.8,1
V06896,COSCO,William Voyager,Container,Hamburg,Busan,3127,8.3,0.0,13.4,3,54.7,45.5,5.6,547.12,6.7,Spring,Low,16.5,1
V06897,Hapag-Lloyd,Christopher Voyager,Container,Mumbai,Busan,1495,3.5,8.8,23.9,5,92.8,49.7,6.3,457.37,13.5,Summer,Medium,24.8,1
V06898,ONE,Nathan Voyager,Container,Hamburg,Rotterdam,9264,26.0,4.7,13.0,9,80.9,53.3,10.0,813.09,8.4,Summer,Medium,30.7,1
V06899,Maersk,Kari Voyager,Oil Tanker,Singapore,Rotterdam,8549,22.9,2.8,23.3,17,40.6,82.2,6.4,590.2,0.7,Spring,High,17.6,1
V06900,Evergreen,Michael Voyager,Bulk Carrier,Hamburg,Mumbai,8416,25.7,12.3,15.9,28,52.9,43.7,1.0,487.71,11.0,Autumn,High,19.1,1
V06901,CMA CGM,Elizabeth Voyager,Container,Singapore,Mumbai,4188,9.4,12.3,15.4,5,93.0,69.2,7.9,705.71,0.5,Spring,High,25.0,1
V06902,ONE,Edward Voyager,LNG Carrier,Los Angeles,Dubai,9671,31.3,7.9,18.0,30,77.3,22.6,0.1,663.4,9.8,Autumn,Low,8.4,0
V06903,Evergreen,Karen Voyager,Container,Shanghai,Dubai,10504,30.8,7.8,22.4,12,52.2,41.6,9.1,834.73,5.6,Winter,High,24.3,1
V06904,COSCO,Robert Voyager,LNG Carrier,Busan,Antwerp,10787,41.8,4.3,23.3,28,68.1,88.9,7.4,480.9,0.0,Spring,Medium,24.0,1
V06905,MSC,Jeremy Voyager,Container,Antwerp,Rotterdam,4008,12.8,2.5,21.0,28,84.1,47.8,0.1,460.46,11.3,Autumn,High,11.4,0
V06906,Yang Ming,Laurie Voyager,LNG Carrier,Dubai,Antwerp,7559,19.7,9.2,20.5,19,95.4,72.6,4.0,728.14,0.0,Autumn,High,18.3,1
V06907,Hapag-Lloyd,Robert Voyager,Oil Tanker,Rotterdam,Los Angeles,7922,23.7,8.8,21.7,25,61.6,55.8,0.5,484.62,6.1,Spring,High,15.5,1
V06908,Maersk,Robert Voyager,LNG Carrier,Hamburg,Busan,1381,5.4,0.0,13.9,13,49.2,58.3,6.6,734.94,12.4,Winter,High,23.2,1
V06909,COSCO,Stephen Voyager,Container,Dubai,Shanghai,9982,32.1,2.3,13.8,22,87.5,74.1,9.5,627.41,13.9,Spring,High,36.0,1
V06910,Yang Ming,Melissa Voyager,LNG Carrier,Shanghai,Los Angeles,8908,28.0,11.2,12.9,23,82.2,0.4,6.9,451.18,20.2,Winter,High,29.3,1
V06911,CMA CGM,Laura Voyager,Bulk Carrier,Antwerp,Busan,7610,29.8,2.0,13.0,3,54.0,38.9,2.8,693.59,8.8,Winter,Low,13.6,1
V06912,CMA CGM,Michael Voyager,Bulk Carrier,Busan,Hamburg,10149,28.4,16.1,13.0,10,64.2,71.3,1.6,807.63,14.6,Winter,High,24.6,1
V06913,Evergreen,Anthony Voyager,Oil Tanker,Busan,Rotterdam,9035,22.0,10.4,22.0,29,82.9,73.9,2.7,519.94,0.6,Summer,Low,19.0,1
V06914,Evergreen,Dustin Voyager,LNG Carrier,Singapore,Hamburg,9707,33.1,1.3,21.5,7,54.6,10.4,9.7,710.19,0.0,Autumn,Low,19.8,1
V06915,COSCO,Alejandro Voyager,Container,Busan,Shanghai,784,2.6,10.5,16.3,17,68.8,85.7,5.9,838.2,10.7,Autumn,High,30.4,1
V06916,Maersk,Linda Voyager,Bulk Carrier,Singapore,Colombo,1440,3.6,0.0,17.0,13,62.6,18.1,5.6,848.39,1.0,Spring,Medium,11.4,0
V06917,CMA CGM,Sherry Voyager,LNG Carrier,Dubai,Hamburg,8135,18.6,4.8,13.3,21,44.9,30.5,6.3,753.61,14.5,Summer,Low,26.1,1
V06918,Yang Ming,Christopher Voyager,Oil Tanker,Colombo,Busan,3198,7.4,0.0,23.8,14,95.4,8.3,0.8,610.7,3.8,Autumn,Medium,0.9,0
V06919,ONE,Leroy Voyager,LNG Carrier,Singapore,Los Angeles,11653,30.3,0.0,19.7,25,43.7,58.9,5.2,767.17,11.4,Winter,High,21.1,1
V06920,MSC,Tina Voyager,Container,Shanghai,Mumbai,7873,20.4,5.4,21.4,24,90.3,94.7,6.2,552.32,16.1,Summer,Medium,31.4,1
V06921,COSCO,Frank Voyager,Oil Tanker,Los Angeles,Dubai,10731,25.8,3.8,14.1,28,42.1,0.3,7.2,469.74,11.4,Winter,Low,22.8,1
V06922,Evergreen,Bryan Voyager,Oil Tanker,Hamburg,Colombo,3377,10.2,7.5,23.9,30,81.4,7.1,1.4,678.9,12.1,Spring,Medium,10.4,0
V06923,ONE,Katherine Voyager,Container,Hamburg,Mumbai,1688,4.9,5.6,16.5,21,96.2,80.3,1.4,615.66,8.7,Summer,Low,17.7,1
V06924,Yang Ming,Donna Voyager,Container,Hamburg,Singapore,900,2.3,3.2,19.4,21,52.2,93.6,6.7,801.53,16.3,Winter,Low,35.8,1
V06925,COSCO,Darlene Voyager,Oil Tanker,Mumbai,Antwerp,4592,12.4,14.0,16.9,29,77.8,63.7,7.4,450.95,0.1,Spring,Medium,25.9,1
V06926,COSCO,Rachel Voyager,LNG Carrier,Mumbai,Singapore,1585,3.9,0.0,14.9,2,51.5,77.5,0.1,593.01,8.8,Spring,Low,7.5,0
V06927,Evergreen,Brian Voyager,Container,Singapore,Colombo,11225,38.4,3.1,22.6,30,95.3,94.0,6.7,572.57,16.4,Spring,High,32.9,1
V06928,Maersk,Crystal Voyager,Oil Tanker,Busan,Rotterdam,11378,36.1,3.5,16.5,19,69.3,20.5,9.2,832.39,5.4,Winter,High,24.8,1
V06929,Evergreen,Jennifer Voyager,Oil Tanker,Antwerp,Busan,4881,18.2,10.7,18.2,8,46.3,36.8,5.7,548.17,4.8,Spring,High,21.3,1
V06930,Yang Ming,Donna Voyager,Container,Busan,Rotterdam,9464,23.5,3.2,14.9,19,92.7,68.7,5.9,716.89,0.0,Summer,Medium,20.8,1
V06931,CMA CGM,April Voyager,LNG Carrier,Rotterdam,Mumbai,1635,3.7,4.5,23.3,24,58.0,16.1,9.7,769.33,0.4,Winter,Medium,21.9,1
V06932,Yang Ming,Kenneth Voyager,Bulk Carrier,Shanghai,Singapore,6472,22.9,8.4,17.8,13,67.5,97.8,5.7,766.82,12.2,Winter,High,29.8,1
V06933,Yang Ming,Richard Voyager,Container,Singapore,Dubai,1567,6.1,0.0,16.8,5,70.3,69.7,5.0,691.72,10.8,Summer,Medium,20.6,1
V06934,Hapag-Lloyd,Erin Voyager,Container,Antwerp,Busan,11607,43.0,1.5,17.3,27,78.0,51.5,3.1,552.92,0.5,Spring,High,13.4,1
V06935,MSC,Angela Voyager,Oil Tanker,Busan,Hamburg,5340,12.8,13.9,19.4,14,76.8,93.1,6.0,589.12,5.0,Summer,Medium,28.2,1
V06936,MSC,Kevin Voyager,LNG Carrier,Shanghai,Hamburg,8931,22.1,9.3,17.3,3,95.1,57.2,3.3,494.69,9.0,Spring,Medium,16.5,1
V06937,COSCO,Julia Voyager,Bulk Carrier,Los Angeles,Singapore,10813,24.4,9.3,17.9,30,88.1,83.8,8.6,826.02,20.8,Spring,High,34.3,1
V06938,Hapag-Lloyd,Regina Voyager,Bulk Carrier,Antwerp,Busan,2682,6.8,0.0,18.0,8,40.8,99.3,3.0,744.82,0.0,Winter,Medium,17.6,1
V06939,Maersk,Alan Voyager,Container,Hamburg,Los Angeles,11404,37.9,11.0,15.1,30,65.8,1.2,2.7,621.48,8.6,Winter,Medium,17.7,1
V06940,COSCO,Joshua Voyager,Oil Tanker,Dubai,Singapore,9725,28.5,10.2,20.9,19,53.6,12.5,2.6,799.68,18.2,Summer,High,20.2,1
V06941,CMA CGM,Allison Voyager,Bulk Carrier,Dubai,Rotterdam,9160,23.3,4.0,17.7,4,76.7,67.1,4.0,487.12,8.4,Autumn,High,18.9,1
V06942,CMA CGM,Samantha Voyager,Container,Mumbai,Dubai,8886,27.2,4.8,13.3,27,90.0,14.9,2.3,471.12,8.4,Spring,Medium,12.6,1
V06943,MSC,Isabella Voyager,Oil Tanker,Colombo,Antwerp,4894,11.3,12.7,20.0,21,97.4,68.6,6.1,578.45,6.0,Summer,Low,25.7,1
V06944,ONE,Sean Voyager,Bulk Carrier,Colombo,Busan,8615,19.7,1.7,19.1,17,85.7,16.9,7.7,456.66,11.9,Autumn,Medium,19.0,1
V06945,MSC,Jamie Voyager,LNG Carrier,Singapore,Mumbai,9543,21.9,5.0,12.8,25,51.8,12.9,9.9,456.99,16.0,Autumn,Low,29.9,1
